id_oscar,id_inf,id_res,id_content,title_oscar,year_ceremony,category,name,winner,directed_by,based_on,starring,distributed_by,budget,budget_x_million,box_office,box_office_x_million,imdb,metascore,rotten_tomatoes
402,585,5782,NULL,Breaking Away,1980,ACTRESS IN A SUPPORTING ROLE,Barbara Barrie,0,Peter Yates,NULL,['Dennis Christopher'. 'Dennis Quaid'. 'Daniel Stern'. 'Jackie Earle Haley'. 'Barbara Barrie'. 'Paul Dooley'. 'Robyn Douglass'],20th Century Fox,$2.3 million,2.3000000,$20 million,20.000000,7.7,91,95
403,585,5803,NULL,Breaking Away,1980,DIRECTING,Peter Yates,0,Peter Yates,NULL,['Dennis Christopher'. 'Dennis Quaid'. 'Daniel Stern'. 'Jackie Earle Haley'. 'Barbara Barrie'. 'Paul Dooley'. 'Robyn Douglass'],20th Century Fox,$2.3 million,2.3000000,$20 million,20.000000,7.7,91,95
404,585,5832,NULL,Breaking Away,1980,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Adaptation Score by Patrick Williams,0,Peter Yates,NULL,['Dennis Christopher'. 'Dennis Quaid'. 'Daniel Stern'. 'Jackie Earle Haley'. 'Barbara Barrie'. 'Paul Dooley'. 'Robyn Douglass'],20th Century Fox,$2.3 million,2.3000000,$20 million,20.000000,7.7,91,95
405,585,5841,NULL,Breaking Away,1980,BEST PICTURE,Peter Yates. Producer,0,Peter Yates,NULL,['Dennis Christopher'. 'Dennis Quaid'. 'Daniel Stern'. 'Jackie Earle Haley'. 'Barbara Barrie'. 'Paul Dooley'. 'Robyn Douglass'],20th Century Fox,$2.3 million,2.3000000,$20 million,20.000000,7.7,91,95
406,585,5869,NULL,Breaking Away,1980,WRITING (Screenplay Written Directly for the Screen),Steve Tesich,1,Peter Yates,NULL,['Dennis Christopher'. 'Dennis Quaid'. 'Daniel Stern'. 'Jackie Earle Haley'. 'Barbara Barrie'. 'Paul Dooley'. 'Robyn Douglass'],20th Century Fox,$2.3 million,2.3000000,$20 million,20.000000,7.7,91,95
407,81,1821,NULL,Bridge of Spies,1946,ACTOR,Gene Kelly,0,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
408,81,1855,NULL,Bridge of Spies,1946,CINEMATOGRAPHY (Color),Robert Planck. Charles Boyle,0,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
409,81,1896,NULL,Bridge of Spies,1946,MUSIC (Scoring of a Musical Picture),Georgie Stoll,1,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
410,81,1913,NULL,Bridge of Spies,1946,MUSIC (Song),Music by Jule Styne. Lyrics by Sammy Cahn,0,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
411,81,1922,NULL,Bridge of Spies,1946,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,0,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
412,81,9829,NULL,Bridge of Spies,2016,ACTOR IN A SUPPORTING ROLE,Mark Rylance,1,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
413,81,9884,NULL,Bridge of Spies,2016,MUSIC (Original Score),Thomas Newman,0,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
414,81,9895,NULL,Bridge of Spies,2016,BEST PICTURE,Steven Spielberg. Marc Platt and Kristie Macosko Krieger. Producers,0,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
415,81,9902,NULL,Bridge of Spies,2016,PRODUCTION DESIGN,Production Design: Adam Stockhausen. Set Decoration: Rena DeAngelo and Bernhard Henrich,0,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
416,81,9922,NULL,Bridge of Spies,2016,SOUND MIXING,Andy Nelson. Gary Rydstrom and Drew Kunin,0,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
417,81,9937,NULL,Bridge of Spies,2016,WRITING (Original Screenplay),Written by Matt Charman and Ethan Coen & Joel Coen,0,Steven Spielberg,NULL,['Tom Hanks'. 'Mark Rylance'. 'Amy Ryan'. 'Alan Alda'],['Walt Disney Studios Motion Pictures (North America) 20th Century Fox (International)'],$40 million,40.0000000,$165.5 million,165.500000,7.6,81,9
418,423,7047,NULL,Bugsy,1992,ACTOR IN A LEADING ROLE,Warren Beatty,0,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
419,423,7053,NULL,Bugsy,1992,ACTOR IN A SUPPORTING ROLE,Harvey Keitel,0,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
420,423,7054,NULL,Bugsy,1992,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,0,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
421,423,7068,NULL,Bugsy,1992,ART DIRECTION,Art Direction: Dennis Gassner. Set Decoration: Nancy Haigh,1,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
422,423,7072,NULL,Bugsy,1992,CINEMATOGRAPHY,Allen Daviau,0,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
423,423,7079,NULL,Bugsy,1992,COSTUME DESIGN,Albert Wolsky,1,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
424,423,7083,NULL,Bugsy,1992,DIRECTING,Barry Levinson,0,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
425,423,7111,NULL,Bugsy,1992,MUSIC (Original Score),Ennio Morricone,0,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
426,423,7121,NULL,Bugsy,1992,BEST PICTURE,Mark Johnson. Barry Levinson and Warren Beatty. Producers,0,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
427,423,7148,NULL,Bugsy,1992,WRITING (Screenplay Written Directly for the Screen),James Toback,0,Barry Levinson,NULL,['Warren Beatty'. 'Annette Bening'. 'Harvey Keitel'. 'Ben Kingsley'. 'Elliott Gould'. 'Joe Mantegna'],TriStar Pictures,$30 million,30.0000000,$49.1 million,49.100000,6.8,80,84
428,383,7382,NULL,Bullets Over Broadway,1995,ACTOR IN A SUPPORTING ROLE,Chazz Palminteri,0,Woody Allen,NULL,['Jim Broadbent'. 'John Cusack'. 'Harvey Fierstein'. 'Chazz Palminteri'. 'Mary-Louise Parker'. 'Rob Reiner'. 'Jennifer Tilly'. 'Tracey Ullman'. 'Joe Viterelli'. 'Jack Warden'. 'Dianne Wiest'],Miramax Films,$20 million,20.0000000,$13.4 million,13.400000,7.4,NULL,97
429,383,7393,NULL,Bullets Over Broadway,1995,ACTRESS IN A SUPPORTING ROLE,Jennifer Tilly,0,Woody Allen,NULL,['Jim Broadbent'. 'John Cusack'. 'Harvey Fierstein'. 'Chazz Palminteri'. 'Mary-Louise Parker'. 'Rob Reiner'. 'Jennifer Tilly'. 'Tracey Ullman'. 'Joe Viterelli'. 'Jack Warden'. 'Dianne Wiest'],Miramax Films,$20 million,20.0000000,$13.4 million,13.400000,7.4,NULL,97
430,383,7394,NULL,Bullets Over Broadway,1995,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,1,Woody Allen,NULL,['Jim Broadbent'. 'John Cusack'. 'Harvey Fierstein'. 'Chazz Palminteri'. 'Mary-Louise Parker'. 'Rob Reiner'. 'Jennifer Tilly'. 'Tracey Ullman'. 'Joe Viterelli'. 'Jack Warden'. 'Dianne Wiest'],Miramax Films,$20 million,20.0000000,$13.4 million,13.400000,7.4,NULL,97
431,383,7395,NULL,Bullets Over Broadway,1995,ART DIRECTION,Art Direction: Santo Loquasto. Set Decoration: Susan Bode,0,Woody Allen,NULL,['Jim Broadbent'. 'John Cusack'. 'Harvey Fierstein'. 'Chazz Palminteri'. 'Mary-Louise Parker'. 'Rob Reiner'. 'Jennifer Tilly'. 'Tracey Ullman'. 'Joe Viterelli'. 'Jack Warden'. 'Dianne Wiest'],Miramax Films,$20 million,20.0000000,$13.4 million,13.400000,7.4,NULL,97
432,383,7406,NULL,Bullets Over Broadway,1995,COSTUME DESIGN,Jeffrey Kurland,0,Woody Allen,NULL,['Jim Broadbent'. 'John Cusack'. 'Harvey Fierstein'. 'Chazz Palminteri'. 'Mary-Louise Parker'. 'Rob Reiner'. 'Jennifer Tilly'. 'Tracey Ullman'. 'Joe Viterelli'. 'Jack Warden'. 'Dianne Wiest'],Miramax Films,$20 million,20.0000000,$13.4 million,13.400000,7.4,NULL,97
433,383,7410,NULL,Bullets Over Broadway,1995,DIRECTING,Woody Allen,0,Woody Allen,NULL,['Jim Broadbent'. 'John Cusack'. 'Harvey Fierstein'. 'Chazz Palminteri'. 'Mary-Louise Parker'. 'Rob Reiner'. 'Jennifer Tilly'. 'Tracey Ullman'. 'Joe Viterelli'. 'Jack Warden'. 'Dianne Wiest'],Miramax Films,$20 million,20.0000000,$13.4 million,13.400000,7.4,NULL,97
434,383,7479,NULL,Bullets Over Broadway,1995,WRITING (Screenplay Written Directly for the Screen),Woody Allen. Douglas McGrath,0,Woody Allen,NULL,['Jim Broadbent'. 'John Cusack'. 'Harvey Fierstein'. 'Chazz Palminteri'. 'Mary-Louise Parker'. 'Rob Reiner'. 'Jennifer Tilly'. 'Tracey Ullman'. 'Joe Viterelli'. 'Jack Warden'. 'Dianne Wiest'],Miramax Films,$20 million,20.0000000,$13.4 million,13.400000,7.4,NULL,97
435,732,4643,NULL,Bullitt,1969,FILM EDITING,Frank P. Keller,1,Peter Yates,['Mute Witness'. 'by'. 'Robert L. Fish'],['Steve McQueen'. 'Robert Vaughn'. 'Jacqueline Bisset'. 'Don Gordon'. 'Simon Oakland'],Warner Bros.-Seven Arts,$4 million,4.0000000,$42.3 million,42.300000,7.4,81,98
436,732,4681,NULL,Bullitt,1969,SOUND,Warner Bros.-Seven Arts Studio Sound Department,0,Peter Yates,['Mute Witness'. 'by'. 'Robert L. Fish'],['Steve McQueen'. 'Robert Vaughn'. 'Jacqueline Bisset'. 'Don Gordon'. 'Simon Oakland'],Warner Bros.-Seven Arts,$4 million,4.0000000,$42.3 million,42.300000,7.4,81,98
437,715,4728,NULL,Butch Cassidy and the Sundance Kid,1970,CINEMATOGRAPHY,Conrad Hall,1,George Roy Hill,NULL,['Paul Newman'. 'Robert Redford'. 'Katharine Ross'. 'Strother Martin'. 'Jeff Corey'. 'Henry Jones'],20th Century Fox,$6million,6.0000000,$102.3million,102.300000,8.0,66,89
438,715,4737,NULL,Butch Cassidy and the Sundance Kid,1970,DIRECTING,George Roy Hill,0,George Roy Hill,NULL,['Paul Newman'. 'Robert Redford'. 'Katharine Ross'. 'Strother Martin'. 'Jeff Corey'. 'Henry Jones'],20th Century Fox,$6million,6.0000000,$102.3million,102.300000,8.0,66,89
439,715,4762,NULL,Butch Cassidy and the Sundance Kid,1970,MUSIC (Original Score--for a motion picture [not a musical]),Burt Bacharach,1,George Roy Hill,NULL,['Paul Newman'. 'Robert Redford'. 'Katharine Ross'. 'Strother Martin'. 'Jeff Corey'. 'Henry Jones'],20th Century Fox,$6million,6.0000000,$102.3million,102.300000,8.0,66,89
440,715,4773,NULL,Butch Cassidy and the Sundance Kid,1970,MUSIC (Song--Original for the Picture),Music by Burt Bacharach. Lyrics by Hal David,1,George Roy Hill,NULL,['Paul Newman'. 'Robert Redford'. 'Katharine Ross'. 'Strother Martin'. 'Jeff Corey'. 'Henry Jones'],20th Century Fox,$6million,6.0000000,$102.3million,102.300000,8.0,66,89
441,715,4777,NULL,Butch Cassidy and the Sundance Kid,1970,BEST PICTURE,John Foreman. Producer,0,George Roy Hill,NULL,['Paul Newman'. 'Robert Redford'. 'Katharine Ross'. 'Strother Martin'. 'Jeff Corey'. 'Henry Jones'],20th Century Fox,$6million,6.0000000,$102.3million,102.300000,8.0,66,89
442,715,4788,NULL,Butch Cassidy and the Sundance Kid,1970,SOUND,William Edmondson. David Dockendorf,0,George Roy Hill,NULL,['Paul Newman'. 'Robert Redford'. 'Katharine Ross'. 'Strother Martin'. 'Jeff Corey'. 'Henry Jones'],20th Century Fox,$6million,6.0000000,$102.3million,102.300000,8.0,66,89
443,715,4800,NULL,Butch Cassidy and the Sundance Kid,1970,WRITING (Story and Screenplay--based on material not previously published or produced),William Goldman,1,George Roy Hill,NULL,['Paul Newman'. 'Robert Redford'. 'Katharine Ross'. 'Strother Martin'. 'Jeff Corey'. 'Henry Jones'],20th Century Fox,$6million,6.0000000,$102.3million,102.300000,8.0,66,89
444,854,3630,6396,Butterfield 8,1961,ACTRESS,Elizabeth Taylor,1,Daniel Mann,"['Butterfield 8'. 'by'. ""John O'Hara""]",['Elizabeth Taylor'. 'Laurence Harvey'. 'Eddie Fisher'],Metro-Goldwyn-Mayer,$2.8 million,2.8000000,$10 million,10.000000,6.4,48,47
445,854,3652,6396,Butterfield 8,1961,CINEMATOGRAPHY (Color),Joseph Ruttenberg. Charles Harten,0,Daniel Mann,"['Butterfield 8'. 'by'. ""John O'Hara""]",['Elizabeth Taylor'. 'Laurence Harvey'. 'Eddie Fisher'],Metro-Goldwyn-Mayer,$2.8 million,2.8000000,$10 million,10.000000,6.4,48,47
446,676,5025,NULL,Cabaret,1973,ACTOR IN A SUPPORTING ROLE,Joel Grey,1,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
447,676,5027,NULL,Cabaret,1973,ACTRESS,Liza Minnelli,1,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
448,676,5037,NULL,Cabaret,1973,ART DIRECTION,Art Direction: Rolf Zehetbauer. Jurgen Kiebach. Set Decoration: Herbert Strabel,1,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
449,676,5043,NULL,Cabaret,1973,CINEMATOGRAPHY,Geoffrey Unsworth,1,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
450,676,5052,NULL,Cabaret,1973,DIRECTING,Bob Fosse,1,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
451,676,5067,NULL,Cabaret,1973,FILM EDITING,David Bretherton,1,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
452,676,5083,NULL,Cabaret,1973,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Ralph Burns,1,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
453,676,5091,NULL,Cabaret,1973,BEST PICTURE,Cy Feuer. Producer,0,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
454,676,5103,NULL,Cabaret,1973,SOUND,Robert Knudson. David Hildyard,1,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
455,676,5107,NULL,Cabaret,1973,WRITING (Screenplay--based on material from another medium),Jay Allen,0,Bob Fosse,['Cabaret'. 'by'. 'Joe Masteroff'. 'I Am a Camera'. 'by'. 'John Van Druten'. 'Goodbye to Berlin'. 'by'. 'Christopher Isherwood'],['Liza Minnelli'. 'Michael York'. 'Helmut Griem'. 'Marisa Berenson'. 'Fritz Wepper'. 'Joel Grey'],['Allied Artists (United States)'. '20th Century Fox'. '(International)'],$4.6million,4.6000000,$42.8million,42.800000,7.8,80,93
456,725,4718,NULL,Cactus Flower,1970,ACTRESS IN A SUPPORTING ROLE,Goldie Hawn,1,Gene Saks,['Cactus Flower'. 'by'. 'Abe Burrows'],['Walter Matthau'. 'Ingrid Bergman'. 'Goldie Hawn'],Columbia Pictures,$3 million,3.0000000,$25.8 million,25.800000,7.2,67,88
457,54,10071,NULL,Call Me by Your Name,2018,ACTOR IN A LEADING ROLE,Timothée Chalamet,0,Luca Guadagnino,['Call Me by Your Name'. 'by'. 'André Aciman'],['Armie Hammer'. 'Timothée Chalamet'. 'Michael Stuhlbarg'. 'Amira Casar'. 'Esther Garrel'. 'Victoire Du Bois'],['Sony Pictures Classics (United States)'. 'Warner Bros. Pictures (Italy)'. 'Memento Films International (Worldwide)'],$3.5 million,3.5000000,$41.9 million,41.900000,7.9,93,94
458,54,10140,NULL,Call Me by Your Name,2018,MUSIC (Original Song),Music and Lyric by Sufjan Stevens,0,Luca Guadagnino,['Call Me by Your Name'. 'by'. 'André Aciman'],['Armie Hammer'. 'Timothée Chalamet'. 'Michael Stuhlbarg'. 'Amira Casar'. 'Esther Garrel'. 'Victoire Du Bois'],['Sony Pictures Classics (United States)'. 'Warner Bros. Pictures (Italy)'. 'Memento Films International (Worldwide)'],$3.5 million,3.5000000,$41.9 million,41.900000,7.9,93,94
459,54,10144,NULL,Call Me by Your Name,2018,BEST PICTURE,Peter Spears. Luca Guadagnino. Emilie Georges and Marco Morabito. Producers,0,Luca Guadagnino,['Call Me by Your Name'. 'by'. 'André Aciman'],['Armie Hammer'. 'Timothée Chalamet'. 'Michael Stuhlbarg'. 'Amira Casar'. 'Esther Garrel'. 'Victoire Du Bois'],['Sony Pictures Classics (United States)'. 'Warner Bros. Pictures (Italy)'. 'Memento Films International (Worldwide)'],$3.5 million,3.5000000,$41.9 million,41.900000,7.9,93,94
460,54,10183,NULL,Call Me by Your Name,2018,WRITING (Adapted Screenplay),Screenplay by James Ivory,1,Luca Guadagnino,['Call Me by Your Name'. 'by'. 'André Aciman'],['Armie Hammer'. 'Timothée Chalamet'. 'Michael Stuhlbarg'. 'Amira Casar'. 'Esther Garrel'. 'Victoire Du Bois'],['Sony Pictures Classics (United States)'. 'Warner Bros. Pictures (Italy)'. 'Memento Films International (Worldwide)'],$3.5 million,3.5000000,$41.9 million,41.900000,7.9,93,94
461,859,1469,NULL,Casablanca,1944,ACTOR,Humphrey Bogart,0,Michael Curtiz,['Murray Burnett'. 'Joan Alison'],['Humphrey Bogart'. 'Ingrid Bergman'. 'Paul Henreid'. 'Claude Rains'. 'Conrad Veidt'. 'Sydney Greenstreet'. 'Peter Lorre'],Warner Bros.,$878.000 –$1 million,0.9000000,$3.7 –6.9 million,3.700000,8.5,100,99
462,859,1477,NULL,Casablanca,1944,ACTOR IN A SUPPORTING ROLE,Claude Rains,0,Michael Curtiz,['Murray Burnett'. 'Joan Alison'],['Humphrey Bogart'. 'Ingrid Bergman'. 'Paul Henreid'. 'Claude Rains'. 'Conrad Veidt'. 'Sydney Greenstreet'. 'Peter Lorre'],Warner Bros.,$878.000 –$1 million,0.9000000,$3.7 –6.9 million,3.700000,8.5,100,99
463,859,1501,NULL,Casablanca,1944,CINEMATOGRAPHY (Black-and-White),Arthur Edeson,0,Michael Curtiz,['Murray Burnett'. 'Joan Alison'],['Humphrey Bogart'. 'Ingrid Bergman'. 'Paul Henreid'. 'Claude Rains'. 'Conrad Veidt'. 'Sydney Greenstreet'. 'Peter Lorre'],Warner Bros.,$878.000 –$1 million,0.9000000,$3.7 –6.9 million,3.700000,8.5,100,99
464,859,1516,NULL,Casablanca,1944,DIRECTING,Michael Curtiz,1,Michael Curtiz,['Murray Burnett'. 'Joan Alison'],['Humphrey Bogart'. 'Ingrid Bergman'. 'Paul Henreid'. 'Claude Rains'. 'Conrad Veidt'. 'Sydney Greenstreet'. 'Peter Lorre'],Warner Bros.,$878.000 –$1 million,0.9000000,$3.7 –6.9 million,3.700000,8.5,100,99
465,859,1551,NULL,Casablanca,1944,FILM EDITING,Owen Marks,0,Michael Curtiz,['Murray Burnett'. 'Joan Alison'],['Humphrey Bogart'. 'Ingrid Bergman'. 'Paul Henreid'. 'Claude Rains'. 'Conrad Veidt'. 'Sydney Greenstreet'. 'Peter Lorre'],Warner Bros.,$878.000 –$1 million,0.9000000,$3.7 –6.9 million,3.700000,8.5,100,99
466,859,1556,NULL,Casablanca,1944,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,0,Michael Curtiz,['Murray Burnett'. 'Joan Alison'],['Humphrey Bogart'. 'Ingrid Bergman'. 'Paul Henreid'. 'Claude Rains'. 'Conrad Veidt'. 'Sydney Greenstreet'. 'Peter Lorre'],Warner Bros.,$878.000 –$1 million,0.9000000,$3.7 –6.9 million,3.700000,8.5,100,99
467,859,1591,NULL,Casablanca,1944,OUTSTANDING MOTION PICTURE,Warner Bros.,1,Michael Curtiz,['Murray Burnett'. 'Joan Alison'],['Humphrey Bogart'. 'Ingrid Bergman'. 'Paul Henreid'. 'Claude Rains'. 'Conrad Veidt'. 'Sydney Greenstreet'. 'Peter Lorre'],Warner Bros.,$878.000 –$1 million,0.9000000,$3.7 –6.9 million,3.700000,8.5,100,99
468,859,1644,NULL,Casablanca,1944,WRITING (Screenplay),Julius J. Epstein. Philip G. Epstein. Howard Koch,1,Michael Curtiz,['Murray Burnett'. 'Joan Alison'],['Humphrey Bogart'. 'Ingrid Bergman'. 'Paul Henreid'. 'Claude Rains'. 'Conrad Veidt'. 'Sydney Greenstreet'. 'Peter Lorre'],Warner Bros.,$878.000 –$1 million,0.9000000,$3.7 –6.9 million,3.700000,8.5,100,99
469,559,5982,NULL,Chariots of Fire,1982,ACTOR IN A SUPPORTING ROLE,Ian Holm,0,Hugh Hudson,NULL,['Ben Cross'. 'Ian Charleson'. 'Nigel Havers'. 'Cheryl Campbell'. 'Alice Krige'. 'Lindsay Anderson'. 'Dennis Christopher'. 'Nigel Davenport'. 'Brad Davis'. 'Peter Egan'. 'John Gielgud'. 'Ian Holm'. 'Patrick Magee'],20th Century Fox,$5.5 million (£3 million),5.5000000,$59 million (U.S.),59.000000,7.2,78,82
