id_oscar,id_inf,id_res,id_content,title_oscar,year_ceremony,category,name,winner,directed_by,based_on,starring,distributed_by,budget,budget_x_million,box_office,box_office_x_million,imdb,metascore,rotten_tomatoes
1,26,10359,NULL,1917,2020,CINEMATOGRAPHY,Roger Deakins,1,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
2,26,10368,NULL,1917,2020,DIRECTING,Sam Mendes,0,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
3,26,10395,NULL,1917,2020,MAKEUP AND HAIRSTYLING,Naomi Donne. Tristan Versluis and Rebecca Cole,0,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
4,26,10399,NULL,1917,2020,MUSIC (Original Score),Thomas Newman,0,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
5,26,10412,NULL,1917,2020,BEST PICTURE,Sam Mendes. Pippa Harris. Jayne-Ann Tenggren and Callum McDougall. Producers,0,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
6,26,10417,NULL,1917,2020,PRODUCTION DESIGN,Production Design: Dennis Gassner. Set Decoration: Lee Sandales,0,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
7,26,10432,NULL,1917,2020,SOUND EDITING,Oliver Tarney and Rachael Tate,0,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
8,26,10438,NULL,1917,2020,SOUND MIXING,Mark Taylor and Stuart Wilson,1,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
9,26,10443,NULL,1917,2020,VISUAL EFFECTS,Guillaume Rocheron. Greg Butler and Dominic Tuohy,1,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
10,26,10452,NULL,1917,2020,WRITING (Original Screenplay),Written by Sam Mendes & Krysty Wilson-Cairns,0,Sam Mendes,NULL,['George MacKay'. 'Dean-Charles Chapman'. 'Mark Strong'. 'Andrew Scott'. 'Richard Madden'. 'Claire Duburcq'. 'Colin Firth'. 'Benedict Cumberbatch'],['Universal Pictures (Worldwide)'. 'Entertainment One ( United Kingdom and Ireland )'],$95 million,95.0000000,$384.9 million,384.900000,8.3,78,89
11,110,9571,NULL,12 Years a Slave,2014,ACTOR IN A LEADING ROLE,Chiwetel Ejiofor,0,Steve McQueen,['Twelve Years a Slave'. 'by'. 'Solomon Northup'],"['Chiwetel Ejiofor'. 'Michael Fassbender'. ""Lupita Nyong'o"". 'Benedict Cumberbatch'. 'Paul Dano'. 'Paul Giamatti'. 'Sarah Paulson'. 'Brad Pitt'. 'Alfre Woodard']",['Fox Searchlight Pictures (North America)'. 'Entertainment One Films (United Kingdom and Ireland)'. 'Summit Entertainment (International)'],$20–22 million,20.0000000,$187.7 million,187.700000,8.1,96,95
12,110,9575,NULL,12 Years a Slave,2014,ACTOR IN A SUPPORTING ROLE,Michael Fassbender,0,Steve McQueen,['Twelve Years a Slave'. 'by'. 'Solomon Northup'],"['Chiwetel Ejiofor'. 'Michael Fassbender'. ""Lupita Nyong'o"". 'Benedict Cumberbatch'. 'Paul Dano'. 'Paul Giamatti'. 'Sarah Paulson'. 'Brad Pitt'. 'Alfre Woodard']",['Fox Searchlight Pictures (North America)'. 'Entertainment One Films (United Kingdom and Ireland)'. 'Summit Entertainment (International)'],$20–22 million,20.0000000,$187.7 million,187.700000,8.1,96,95
13,110,9585,NULL,12 Years a Slave,2014,ACTRESS IN A SUPPORTING ROLE,Lupita Nyong'o,1,Steve McQueen,['Twelve Years a Slave'. 'by'. 'Solomon Northup'],"['Chiwetel Ejiofor'. 'Michael Fassbender'. ""Lupita Nyong'o"". 'Benedict Cumberbatch'. 'Paul Dano'. 'Paul Giamatti'. 'Sarah Paulson'. 'Brad Pitt'. 'Alfre Woodard']",['Fox Searchlight Pictures (North America)'. 'Entertainment One Films (United Kingdom and Ireland)'. 'Summit Entertainment (International)'],$20–22 million,20.0000000,$187.7 million,187.700000,8.1,96,95
14,110,9603,NULL,12 Years a Slave,2014,COSTUME DESIGN,Patricia Norris,0,Steve McQueen,['Twelve Years a Slave'. 'by'. 'Solomon Northup'],"['Chiwetel Ejiofor'. 'Michael Fassbender'. ""Lupita Nyong'o"". 'Benedict Cumberbatch'. 'Paul Dano'. 'Paul Giamatti'. 'Sarah Paulson'. 'Brad Pitt'. 'Alfre Woodard']",['Fox Searchlight Pictures (North America)'. 'Entertainment One Films (United Kingdom and Ireland)'. 'Summit Entertainment (International)'],$20–22 million,20.0000000,$187.7 million,187.700000,8.1,96,95
15,110,9607,NULL,12 Years a Slave,2014,DIRECTING,Steve McQueen,0,Steve McQueen,['Twelve Years a Slave'. 'by'. 'Solomon Northup'],"['Chiwetel Ejiofor'. 'Michael Fassbender'. ""Lupita Nyong'o"". 'Benedict Cumberbatch'. 'Paul Dano'. 'Paul Giamatti'. 'Sarah Paulson'. 'Brad Pitt'. 'Alfre Woodard']",['Fox Searchlight Pictures (North America)'. 'Entertainment One Films (United Kingdom and Ireland)'. 'Summit Entertainment (International)'],$20–22 million,20.0000000,$187.7 million,187.700000,8.1,96,95
16,110,9623,NULL,12 Years a Slave,2014,FILM EDITING,Joe Walker,0,Steve McQueen,['Twelve Years a Slave'. 'by'. 'Solomon Northup'],"['Chiwetel Ejiofor'. 'Michael Fassbender'. ""Lupita Nyong'o"". 'Benedict Cumberbatch'. 'Paul Dano'. 'Paul Giamatti'. 'Sarah Paulson'. 'Brad Pitt'. 'Alfre Woodard']",['Fox Searchlight Pictures (North America)'. 'Entertainment One Films (United Kingdom and Ireland)'. 'Summit Entertainment (International)'],$20–22 million,20.0000000,$187.7 million,187.700000,8.1,96,95
17,110,9649,NULL,12 Years a Slave,2014,BEST PICTURE,Brad Pitt. Dede Gardner. Jeremy Kleiner. Steve McQueen and Anthony Katagas. Producers,1,Steve McQueen,['Twelve Years a Slave'. 'by'. 'Solomon Northup'],"['Chiwetel Ejiofor'. 'Michael Fassbender'. ""Lupita Nyong'o"". 'Benedict Cumberbatch'. 'Paul Dano'. 'Paul Giamatti'. 'Sarah Paulson'. 'Brad Pitt'. 'Alfre Woodard']",['Fox Searchlight Pictures (North America)'. 'Entertainment One Films (United Kingdom and Ireland)'. 'Summit Entertainment (International)'],$20–22 million,20.0000000,$187.7 million,187.700000,8.1,96,95
18,110,9656,NULL,12 Years a Slave,2014,PRODUCTION DESIGN,Production Design: Adam Stockhausen. Set Decoration: Alice Baker,0,Steve McQueen,['Twelve Years a Slave'. 'by'. 'Solomon Northup'],"['Chiwetel Ejiofor'. 'Michael Fassbender'. ""Lupita Nyong'o"". 'Benedict Cumberbatch'. 'Paul Dano'. 'Paul Giamatti'. 'Sarah Paulson'. 'Brad Pitt'. 'Alfre Woodard']",['Fox Searchlight Pictures (North America)'. 'Entertainment One Films (United Kingdom and Ireland)'. 'Summit Entertainment (International)'],$20–22 million,20.0000000,$187.7 million,187.700000,8.1,96,95
19,110,9685,NULL,12 Years a Slave,2014,WRITING (Adapted Screenplay),Screenplay by John Ridley,1,Steve McQueen,['Twelve Years a Slave'. 'by'. 'Solomon Northup'],"['Chiwetel Ejiofor'. 'Michael Fassbender'. ""Lupita Nyong'o"". 'Benedict Cumberbatch'. 'Paul Dano'. 'Paul Giamatti'. 'Sarah Paulson'. 'Brad Pitt'. 'Alfre Woodard']",['Fox Searchlight Pictures (North America)'. 'Entertainment One Films (United Kingdom and Ireland)'. 'Summit Entertainment (International)'],$20–22 million,20.0000000,$187.7 million,187.700000,8.1,96,95
20,783,2935,NULL,20.000 Leagues Under the Sea,1955,ART DIRECTION (Color),Art Direction: John Meehan. Set Decoration: Emile Kuri,1,Richard Fleischer,['Twenty Thousand Leagues Under the Sea'. 'by'. 'Jules Verne'],['Kirk Douglas'. 'James Mason'. 'Paul Lukas'. 'Peter Lorre'],Buena Vista Distribution,$5 million,5.0000000,$28.2 million,28.200000,7.2,83,89
21,783,2971,NULL,20.000 Leagues Under the Sea,1955,FILM EDITING,Elmo Williams,0,Richard Fleischer,['Twenty Thousand Leagues Under the Sea'. 'by'. 'Jules Verne'],['Kirk Douglas'. 'James Mason'. 'Paul Lukas'. 'Peter Lorre'],Buena Vista Distribution,$5 million,5.0000000,$28.2 million,28.200000,7.2,83,89
22,783,3013,NULL,20.000 Leagues Under the Sea,1955,SPECIAL EFFECTS,Walt Disney Studios,1,Richard Fleischer,['Twenty Thousand Leagues Under the Sea'. 'by'. 'Jules Verne'],['Kirk Douglas'. 'James Mason'. 'Paul Lukas'. 'Peter Lorre'],Buena Vista Distribution,$5 million,5.0000000,$28.2 million,28.200000,7.2,83,89
23,281,8166,NULL,A Beautiful Mind,2002,ACTOR IN A LEADING ROLE,Russell Crowe,0,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0000000,$316.8 million,316.800000,8.2,72,74
24,281,8181,NULL,A Beautiful Mind,2002,ACTRESS IN A SUPPORTING ROLE,Jennifer Connelly,1,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0000000,$316.8 million,316.800000,8.2,72,74
25,281,8204,NULL,A Beautiful Mind,2002,DIRECTING,Ron Howard,1,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0000000,$316.8 million,316.800000,8.2,72,74
26,281,8217,NULL,A Beautiful Mind,2002,FILM EDITING,Mike Hill. Dan Hanley,0,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0000000,$316.8 million,316.800000,8.2,72,74
27,281,8227,NULL,A Beautiful Mind,2002,MAKEUP,Greg Cannom. Colleen Callaghan,0,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0000000,$316.8 million,316.800000,8.2,72,74
28,281,8231,NULL,A Beautiful Mind,2002,MUSIC (Original Score),James Horner,0,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0000000,$316.8 million,316.800000,8.2,72,74
29,281,8240,NULL,A Beautiful Mind,2002,BEST PICTURE,Brian Grazer and Ron Howard. Producers,1,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0000000,$316.8 million,316.800000,8.2,72,74
30,281,8265,NULL,A Beautiful Mind,2002,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Akiva Goldsman,1,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0000000,$316.8 million,316.800000,8.2,72,74
31,58,6403,NULL,A Fantastic Woman,1986,ACTOR IN A LEADING ROLE,Harrison Ford,0,Sebastián Lelio,NULL,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NULL,NULL,$3.7 million,3.700000,NULL,NULL,NULL
32,58,6427,NULL,A Fantastic Woman,1986,ART DIRECTION,Art Direction: Stan Jolley. Set Decoration: John Anderson,0,Sebastián Lelio,NULL,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NULL,NULL,$3.7 million,3.700000,NULL,NULL,NULL
33,58,6432,NULL,A Fantastic Woman,1986,CINEMATOGRAPHY,John Seale,0,Sebastián Lelio,NULL,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NULL,NULL,$3.7 million,3.700000,NULL,NULL,NULL
34,58,6442,NULL,A Fantastic Woman,1986,DIRECTING,Peter Weir,0,Sebastián Lelio,NULL,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NULL,NULL,$3.7 million,3.700000,NULL,NULL,NULL
35,58,6457,NULL,A Fantastic Woman,1986,FILM EDITING,Thom Noble,1,Sebastián Lelio,NULL,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NULL,NULL,$3.7 million,3.700000,NULL,NULL,NULL
36,58,6470,NULL,A Fantastic Woman,1986,MUSIC (Original Score),Maurice Jarre,0,Sebastián Lelio,NULL,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NULL,NULL,$3.7 million,3.700000,NULL,NULL,NULL
37,58,6480,NULL,A Fantastic Woman,1986,BEST PICTURE,Edward S. Feldman. Producer,0,Sebastián Lelio,NULL,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NULL,NULL,$3.7 million,3.700000,NULL,NULL,NULL
38,58,6507,NULL,A Fantastic Woman,1986,WRITING (Screenplay Written Directly for the Screen),Screenplay by Earl W. Wallace. William Kelley. Story by William Kelley. Pamela Wallace. Earl W. Wallace,1,Sebastián Lelio,NULL,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NULL,NULL,$3.7 million,3.700000,NULL,NULL,NULL
39,468,6726,NULL,A Fish Called Wanda,1989,ACTOR IN A SUPPORTING ROLE,Kevin Kline,1,Charles Crichton,NULL,['John Cleese'. 'Jamie Lee Curtis'. 'Kevin Kline'. 'Michael Palin'],['MGM/UA Communications Co.'. '(United States)'. 'United International Pictures'. '(International)'],$8 million,8.0000000,$177.9 million,177.900000,7.5,80,96
40,468,6755,NULL,A Fish Called Wanda,1989,DIRECTING,Charles Crichton,0,Charles Crichton,NULL,['John Cleese'. 'Jamie Lee Curtis'. 'Kevin Kline'. 'Michael Palin'],['MGM/UA Communications Co.'. '(United States)'. 'United International Pictures'. '(International)'],$8 million,8.0000000,$177.9 million,177.900000,7.5,80,96
41,468,6820,NULL,A Fish Called Wanda,1989,WRITING (Screenplay Written Directly for the Screen),Screenplay by John Cleese. Story by John Cleese. Charles Crichton,0,Charles Crichton,NULL,['John Cleese'. 'Jamie Lee Curtis'. 'Kevin Kline'. 'Michael Palin'],['MGM/UA Communications Co.'. '(United States)'. 'United International Pictures'. '(International)'],$8 million,8.0000000,$177.9 million,177.900000,7.5,80,96
42,90,9869,NULL,A Girl in the River: The Price of Forgiveness,2016,DOCUMENTARY (Short Subject),Sharmeen Obaid-Chinoy,1,Sharmeen Obaid-Chinoy,NULL,NULL,HBO,NULL,NULL,NULL,NULL,7.9,NULL,NULL
43,765,4456,NULL,A Herb Alpert and the Tijuana Brass Double Feature,1967,SHORT SUBJECT (Cartoon),John Hubley and Faith Hubley. Producers,1,John Hubley,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,757,4364,NULL,A Man for All Seasons,1967,ACTOR,Paul Scofield,1,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0000000,$28.4million,28.400000,7.7,72,83
45,757,4369,NULL,A Man for All Seasons,1967,ACTOR IN A SUPPORTING ROLE,Robert Shaw,0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0000000,$28.4million,28.400000,7.7,72,83
46,757,4376,NULL,A Man for All Seasons,1967,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0000000,$28.4million,28.400000,7.7,72,83
47,757,4397,NULL,A Man for All Seasons,1967,CINEMATOGRAPHY (Color),Ted Moore,1,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0000000,$28.4million,28.400000,7.7,72,83
48,757,4408,NULL,A Man for All Seasons,1967,COSTUME DESIGN (Color),Elizabeth Haffenden. Joan Bridge,1,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0000000,$28.4million,28.400000,7.7,72,83
49,757,4412,NULL,A Man for All Seasons,1967,DIRECTING,Fred Zinnemann,1,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0000000,$28.4million,28.400000,7.7,72,83
50,757,4451,NULL,A Man for All Seasons,1967,BEST PICTURE,Fred Zinnemann. Producer,1,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0000000,$28.4million,28.400000,7.7,72,83
51,757,4471,NULL,A Man for All Seasons,1967,WRITING (Screenplay--based on material from another medium),Robert Bolt,1,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0000000,$28.4million,28.400000,7.7,72,83
52,775,4248,NULL,A Patch of Blue,1966,ACTRESS,Elizabeth Hartman,0,Guy Green,['Be Ready with Bells and Drums'. '1961 novel'. 'by'. 'Elizabeth Kata'],['Sidney Poitier'. 'Shelley Winters'. 'Elizabeth Hartman'],Metro-Goldwyn-Mayer,$800.00,0.8000000,$6.750.000 (rentals),6.750000,8.0,73,89
53,775,4253,NULL,A Patch of Blue,1966,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,1,Guy Green,['Be Ready with Bells and Drums'. '1961 novel'. 'by'. 'Elizabeth Kata'],['Sidney Poitier'. 'Shelley Winters'. 'Elizabeth Hartman'],Metro-Goldwyn-Mayer,$800.00,0.8000000,$6.750.000 (rentals),6.750000,8.0,73,89
54,775,4256,NULL,A Patch of Blue,1966,ART DIRECTION (Black-and-White),Art Direction: George W. Davis. Urie McCleary. Set Decoration: Henry Grace. Charles S. Thompson,0,Guy Green,['Be Ready with Bells and Drums'. '1961 novel'. 'by'. 'Elizabeth Kata'],['Sidney Poitier'. 'Shelley Winters'. 'Elizabeth Hartman'],Metro-Goldwyn-Mayer,$800.00,0.8000000,$6.750.000 (rentals),6.750000,8.0,73,89
55,775,4268,NULL,A Patch of Blue,1966,CINEMATOGRAPHY (Black-and-White),Robert Burks,0,Guy Green,['Be Ready with Bells and Drums'. '1961 novel'. 'by'. 'Elizabeth Kata'],['Sidney Poitier'. 'Shelley Winters'. 'Elizabeth Hartman'],Metro-Goldwyn-Mayer,$800.00,0.8000000,$6.750.000 (rentals),6.750000,8.0,73,89
56,775,4313,NULL,A Patch of Blue,1966,MUSIC (Music Score--substantially original),Jerry Goldsmith,0,Guy Green,['Be Ready with Bells and Drums'. '1961 novel'. 'by'. 'Elizabeth Kata'],['Sidney Poitier'. 'Shelley Winters'. 'Elizabeth Hartman'],Metro-Goldwyn-Mayer,$800.00,0.8000000,$6.750.000 (rentals),6.750000,8.0,73,89
57,412,7182,NULL,A River Runs Through It,1993,CINEMATOGRAPHY,Philippe Rousselot,1,Robert Redford,['A River Runs Through It'. 'by'. 'Norman Maclean'],['Craig Sheffer'. 'Brad Pitt'. 'Tom Skerritt'. 'Brenda Blethyn'. 'Emily Lloyd'],['Columbia Pictures'. '(Global)'. 'Guild Film Distribution'. '(United Kingdom)'],$12 million,12.0000000,$66 million,66.000000,7.2,68,8
58,412,7221,NULL,A River Runs Through It,1993,MUSIC (Original Score),Mark Isham,0,Robert Redford,['A River Runs Through It'. 'by'. 'Norman Maclean'],['Craig Sheffer'. 'Brad Pitt'. 'Tom Skerritt'. 'Brenda Blethyn'. 'Emily Lloyd'],['Columbia Pictures'. '(Global)'. 'Guild Film Distribution'. '(United Kingdom)'],$12 million,12.0000000,$66 million,66.000000,7.2,68,8
59,412,7256,NULL,A River Runs Through It,1993,WRITING (Screenplay Based on Material Previously Produced or Published),Richard Friedenberg,0,Robert Redford,['A River Runs Through It'. 'by'. 'Norman Maclean'],['Craig Sheffer'. 'Brad Pitt'. 'Tom Skerritt'. 'Brenda Blethyn'. 'Emily Lloyd'],['Columbia Pictures'. '(Global)'. 'Guild Film Distribution'. '(United Kingdom)'],$12 million,12.0000000,$66 million,66.000000,7.2,68,8
60,144,9384,6057,A Separation,2012,FOREIGN LANGUAGE FILM,Iran,1,Asghar Farhadi,NULL,['Leila Hatami'. 'Peyman Moaadi'. 'Shahab Hosseini'. 'Kimiya Hosseini'. 'Babak Karimi'. 'Sareh Bayat'. 'Sarina Farhadi'. 'Merila Zarei'],Filmiran,$800.00,0.8000000,$24.4 million,24.400000,9.6,NULL,NULL
61,144,9438,6057,A Separation,2012,WRITING (Original Screenplay),Written by Asghar Farhadi,0,Asghar Farhadi,NULL,['Leila Hatami'. 'Peyman Moaadi'. 'Shahab Hosseini'. 'Kimiya Hosseini'. 'Babak Karimi'. 'Sareh Bayat'. 'Sarina Farhadi'. 'Merila Zarei'],Filmiran,$800.00,0.8000000,$24.4 million,24.400000,9.6,NULL,NULL
62,626,529,NULL,A Star Is Born,1938,ACTOR,Fredric March,0,Frank Pierson,['A Star Is Born'. 'by'. 'William A. Wellman'. 'Robert Carson'. 'Dorothy Parker'. 'Alan Campbell'],['Barbra Streisand'. 'Kris Kristofferson'],Warner Bros. Pictures,['$6 million'. '(equivalent to $27.29xa0million in 2020)'],6.0000000,['$80 million'. '(equivalent to $363.84xa0million in 2020)'],80.000000,7.6,88,9
63,37,530,NULL,A Star Is Born,1938,ACTOR,Fredric March,0,Bradley Cooper,['A Star Is Born (1954 screenplay) by Moss Hart'. 'A Star Is Born (1976 screenplay) by John Gregory Dunne Joan Didion Frank Pierson'. 'John Gregory Dunne'. 'Joan Didion'. 'Frank Pierson'. 'A Star Is Born (story) by William Wellman Robert Carson'. 'William Wellman'. 'Robert Carson'],['Bradley Cooper'. 'Lady Gaga'. 'Andrew Dice Clay'. 'Dave Chappelle'. 'Sam Elliott'],Warner Bros. Pictures,$36 million,6.0000000,$436.2 million,436.200000,7.6,88,9
